Advertiser ID,Advertiser Name,Primary Region,Membership Status,Datafeed Format,Feed ID,Feed Name,Language,Vertical,Last Imported,Last Checked,No of products,URL
"117317","NeuroScent","GB","Not Joined","Google","F382","","English","Retail","2026-08-22 15:03:15","2026-08-22 15:03:15","37","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F382.csv.gz"
"117477","buybeautykorea","US","Not Joined","Google","F432","","English","Retail","2026-08-22 15:05:01","2026-08-22 15:05:01","4975","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F432.csv.gz"
"113418","Belord","US","Not Joined","Google","F434","","English","Retail","2026-08-22 14:47:38","2026-08-22 14:47:38","5170","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F434.csv.gz"
"37282","Game Over","GB","Not Joined","Google","F441","","English","Retail","2026-08-22 13:38:41","2026-08-22 13:38:41","144","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F441.csv.gz"
"37292","Gardenista","GB","Not Joined","Google","F444","","English","Retail","2026-08-22 14:16:41","2026-08-22 14:16:41","2036","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F444.csv.gz"
"117671","No.98 Beauty","GB","Not Joined","Google","F453","","English","Retail","2026-08-22 14:16:49","2026-08-22 14:16:49","18","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F453.csv.gz"
"117801","UUNA TEK Affliate Program","US","Not Joined","Google","F457","","English","Retail","2026-08-22 14:09:48","2026-08-22 14:09:48","272","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F457.csv.gz"
"117741","Finitex","US","Not Joined","Google","F472","","English","Retail","2026-08-22 13:36:22","2026-08-22 13:36:22","473","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F472.csv.gz"
"117849","ZazzMode","US","Not Joined","Google","F473","","English","Retail","2026-08-22 14:57:57","2026-08-22 14:57:57","942","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F473.csv.gz"
"117899","The Brush & Broom","GB","Not Joined","Google","F477","","English","Retail","2026-08-22 14:38:21","2026-08-22 14:38:21","234","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F477.csv.gz"
"117633","shopify","US","Not Joined","Google","F489","","English","Retail","2026-08-22 15:06:43","2026-08-22 15:06:43","19","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F489.csv.gz"
"24617","Raw Beauty Lab","GB","Not Joined","Google","F493","","English","Retail","2026-08-22 13:36:01","2026-08-22 13:36:01","23","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F493.csv.gz"
"30461","Parfümerie Brückner DE","DE","Not Joined","Google","F498","","German","Retail","2026-08-22 14:14:00","2026-08-22 14:14:00","7020","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F498.csv.gz"
"28367","So Divine","GB","Not Joined","Google","F507","","English","Retail","2026-08-22 13:33:34","2026-08-22 13:33:34","80","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F507.csv.gz"
"66586","Bad Shirt Club","GB","Not Joined","Google","F513","","English","Retail","2026-08-22 14:20:17","2026-08-22 14:20:17","4319","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F513.csv.gz"
"899","Fitness Options","GB","Not Joined","Google","F528","","English","Retail","2026-08-22 14:04:19","2026-08-22 14:04:19","53","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F528.csv.gz"
"118201","Celebre Store","IT","Not Joined","Google","F564","","Italian","Retail","2026-08-22 13:44:48","2026-08-22 13:44:48","1664","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F564.csv.gz"
"118079","Baby Shusher","US","Not Joined","Google","F593","","English","Retail","2026-08-22 14:51:12","2026-08-22 14:51:12","25","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F593.csv.gz"
"57285","garden sanctuary.","TR","Not Joined","Google","F620","","English","Retail","2025-08-27 22:46:00","2025-08-27 22:46:00","37","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F620.csv.gz"
"118139","hansmaker Affiliate Program","US","Not Joined","Google","F625","","English","Retail","2026-04-10 07:02:36","2026-04-10 07:02:36","23","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F625.csv.gz"
"75796","Afewvibe LTD","US","Not Joined","Google","F689","","English","Retail","2026-08-22 14:56:16","2026-08-22 14:56:16","3002","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F689.csv.gz"
"107524","HongKong Caesar lmport &amp; Export Co., Limited","DE","Not Joined","Google","F721","","English","Retail","2026-08-22 14:46:29","2026-08-22 14:46:29","278","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F721.csv.gz"
"116843","StepMotech","GB","Not Joined","Google","F752","","English","Retail","2025-07-31 06:21:07","2025-07-31 06:21:07","1","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F752.csv.gz"
"17453","goettgen.de - Das grosse Schmuck und Uhrenportal","DE","Not Joined","Google","F759","","German","Retail","2026-08-22 15:42:12","2026-08-22 15:42:12","17941","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F759.csv.gz"
"96145","HCK REFRIGERATOR HI-TECH COMPANY LIMITED","DE","Not Joined","Google","F832","","German","Retail","2026-08-22 15:29:31","2026-08-22 15:29:31","13","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F832.csv.gz"
"118551","OLAOLA","US","Not Joined","Google","F835","","English","Retail","2026-08-22 14:41:15","2026-08-22 14:41:15","677","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F835.csv.gz"
"87175","Beyond Memories","US","Not Joined","Google","F918","","English","Retail","2026-08-22 14:38:59","2026-08-22 14:38:59","938","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F918.csv.gz"
"118511","Yeamon Beauty","US","Not Joined","Google","F932","","English","Retail","2026-08-22 14:15:47","2026-08-22 14:15:47","12","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F932.csv.gz"
"114444","Earkings NL","NL","Not Joined","Google","F951","","Dutch","Retail","2026-08-22 14:23:47","2026-08-22 14:23:47","184","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F951.csv.gz"
"107998","Cheap Furniture Warehouse","GB","Not Joined","Google","F970","","English","Retail","2026-08-22 14:27:18","2026-08-22 14:27:18","2942","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F970.csv.gz"
"114046","Cerqular","US","Not Joined","Google","F1028","","English","Retail","2026-08-22 15:29:19","2026-08-22 15:29:19","184487","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1028.csv.gz"
"119193","Mantra Flow","US","Not Joined","Google","F1063","","English","Retail","2026-08-22 14:45:31","2026-08-22 14:45:31","276","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1063.csv.gz"
"119395","Fosi Audio","US","Not Joined","Google","F1133","","English","Retail","2026-08-22 14:31:58","2026-08-22 14:31:58","369","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1133.csv.gz"
"119365","Elenker","US","Not Joined","Google","F1180","","English","Retail","2026-08-22 14:27:27","2026-08-22 14:27:27","113","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1180.csv.gz"
"119345","RumbleBox","DE","Not Joined","Google","F1219","","German","Retail","2026-08-22 13:32:06","2026-08-22 13:32:06","24","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1219.csv.gz"
"119387","NorthSky Supply","US","Not Joined","Google","F1259","","English","Retail","2026-08-22 13:55:27","2026-08-22 13:55:27","1705","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1259.csv.gz"
"119761","Yeloly","US","Not Joined","Google","F1303","","English","Retail","2026-08-22 14:08:22","2026-08-22 14:08:22","98","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1303.csv.gz"
"119513","Edify","US","Not Joined","Google","F1318","","English","Retail","2026-08-22 14:50:39","2026-08-22 14:50:39","23","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1318.csv.gz"
"119813","Will & Bear","AU","Not Joined","Google","F1339","","English","Retail","2026-04-27 21:56:54","2026-04-27 21:56:54","360","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1339.csv.gz"
"119703","Vatrer","US","Not Joined","Google","F1341","","English","Retail","2026-08-22 13:36:49","2026-08-22 13:36:49","559","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1341.csv.gz"
"112976","Brisks Outdoors","GB","Not Joined","Google","F1345","","English","Retail","2026-08-22 13:35:31","2026-08-22 13:35:31","1680","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1345.csv.gz"
"70402","Thesupermade Inc","US","Not Joined","Google","F1352","","English","Retail","2026-08-22 15:35:36","2026-08-22 15:35:36","12517","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1352.csv.gz"
"66912","Beyond Shakers","GB","Not Joined","Google","F1355","","English","Retail","2026-08-22 13:47:19","2026-08-22 13:47:19","66","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1355.csv.gz"
"45747","Craft Buddy Shop","GB","Not Joined","Google","F1356","","English","Retail","2026-08-22 15:10:08","2026-08-22 15:10:08","1369","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1356.csv.gz"
"67434","Car Audio Centre","GB","Not Joined","Google","F1406","","English","Retail","2026-08-22 15:55:52","2026-08-22 15:55:52","6621","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1406.csv.gz"
"119879","Lancer Camera Backpack","US","Not Joined","Google","F1413","","English","Retail","2026-08-22 14:07:01","2026-08-22 14:07:01","30","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1413.csv.gz"
"120193","Twist","US","Not Joined","Google","F1424","","English","Retail","2026-08-22 14:52:46","2026-08-22 14:52:46","185","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1424.csv.gz"
"120341","Ahipos Horses","DE","Not Joined","Google","F1484","","German","Retail","2026-08-22 14:00:10","2026-08-22 14:00:10","27","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1484.csv.gz"
"119683","Blooh","US","Not Joined","Google","F1517","","English","Retail","2026-08-22 14:56:08","2026-08-22 14:56:08","129","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1517.csv.gz"
"31213","Lir Pharmacy","IE","Not Joined","Google","F1519","","English","Retail","2026-08-22 15:53:37","2026-08-22 15:53:37","2765","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1519.csv.gz"
"120445","Stickalz – Car Graphics & Vehicle Decals","US","Not Joined","Google","F1542","","English","Retail","2026-08-22 15:18:40","2026-08-22 15:18:40","389245","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1542.csv.gz"
"117883","Max Recovery Clothing","US","Not Joined","Google","F1587","","English","Retail","2026-08-22 14:35:54","2026-08-22 14:35:54","4","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1587.csv.gz"
"119757","Wellshave","NL","Not Joined","Google","F1611","","Dutch","Retail","2026-08-22 15:02:23","2026-08-22 15:02:23","58","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1611.csv.gz"
"119901","Living with Luxury","GB","Not Joined","Google","F1644","","English","Retail","2026-08-22 15:27:42","2026-08-22 15:27:42","2720","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1644.csv.gz"
"120726","SELDOM SEEN STYLES","US","Not Joined","Google","F1654","","English","Retail","2026-08-22 15:26:32","2026-08-22 15:26:32","90441","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1654.csv.gz"
"102231","PartyPro NL","NL","Not Joined","Google","F1655","","Dutch","Retail","2026-08-22 14:06:03","2026-08-22 14:06:03","371","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1655.csv.gz"
"120435","Pixie Dixie","GB","Not Joined","Google","F1662","","English","Retail","2026-08-22 14:46:06","2026-08-22 14:46:06","133","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1662.csv.gz"
"120898","VSGO","US","Not Joined","Google","F1750","","English","Retail","2026-08-22 14:41:27","2026-08-22 14:41:27","310","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1750.csv.gz"
"120575","ASMAX","US","Not Joined","Google","F1756","","English","Retail","2026-08-22 15:04:26","2026-08-22 15:04:26","30","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1756.csv.gz"
"97753","UPPER Brand | Best Diaper Bag","US","Not Joined","Google","F1774","","English","Retail","2026-08-22 14:16:31","2026-08-22 14:16:31","141","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1774.csv.gz"
"45949","MASON New York Jewelry","US","Not Joined","Google","F1775","","English","Retail","2026-06-25 14:04:19","2026-06-25 14:04:19","450","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1775.csv.gz"
"120950","Mason & Madison Co. Jewelry - US","US","Not Joined","Google","F1776","","English","Retail","2026-08-22 13:56:01","2026-08-22 13:56:01","2","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1776.csv.gz"
"121112","Biobees","GB","Not Joined","Google","F1780","","English","Retail","2026-08-22 13:36:51","2026-08-22 13:36:51","3","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1780.csv.gz"
"121158","TouchBeauty","US","Not Joined","Google","F1789","","English","Retail","2026-05-21 05:33:10","2026-05-21 05:33:10","42","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1789.csv.gz"
"121096","Juntos Affiliates","US","Not Joined","Google","F1827","","English","Retail","2026-08-22 14:27:54","2026-08-22 14:27:54","98","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1827.csv.gz"
"120890","Azomalli Tea","US","Not Joined","Google","F1829","","English","Retail","2026-08-22 13:37:01","2026-08-22 13:37:01","10","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1829.csv.gz"
"120451","JOLTBOLT","GB","Not Joined","Google","F1832","","English","Retail","2026-08-22 14:57:49","2026-08-22 14:57:49","21","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1832.csv.gz"
"121298","Everdry official affiliate","US","Not Joined","Google","F1837","","English","Retail","2026-08-22 13:32:06","2026-08-22 13:32:06","68","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1837.csv.gz"
"121316","Red Run","GB","Not Joined","Google","F1856","","English","Retail","2026-08-22 14:49:09","2026-08-22 14:49:09","871","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1856.csv.gz"
"121338","Isme Swim","US","Not Joined","Google","F1865","","English","Retail","2026-08-22 13:38:13","2026-08-22 13:38:13","227","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1865.csv.gz"
"121388","Bloom & Wall – Designer Peel & Stick Wallpapers","US","Not Joined","Google","F1877","","English","Retail","2026-08-22 13:40:05","2026-08-22 13:40:05","19283","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1877.csv.gz"
"101517","Scottish Fine Soaps UK","GB","Not Joined","Google","F1886","","English","Retail","2026-08-22 14:39:37","2026-08-22 14:39:37","189","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1886.csv.gz"
"121382","LOTFLY - lotflycare.com","US","Not Joined","Google","F1914","","English","Retail","2026-08-22 15:00:36","2026-08-22 15:00:36","105","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1914.csv.gz"
"121340","Unisoar","US","Not Joined","Google","F1932","","English","Retail","2026-08-22 14:40:59","2026-08-22 14:40:59","93","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1932.csv.gz"
"38418","Pro Espresso","GB","Not Joined","Google","F1937","","English","Retail","2026-08-22 14:14:33","2026-08-22 14:14:33","126","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1937.csv.gz"
"121288","Fazari","US","Not Joined","Google","F1956","","English","Retail","2025-12-08 02:53:37","2025-12-08 02:53:37","236","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1956.csv.gz"
"121696","Coziwow","US","Not Joined","Google","F1957","","English","Retail","2026-08-22 14:12:37","2026-08-22 14:12:37","269","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1957.csv.gz"
"121596","AEKE PR","US","Not Joined","Google","F1958","","English","Retail","2026-08-22 14:36:20","2026-08-22 14:36:20","37","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1958.csv.gz"
"121458","WOSPORTS","US","Not Joined","Google","F1980","","English","Retail","2026-08-22 14:09:40","2026-08-22 14:09:40","70","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1980.csv.gz"
"118553","Black Canyon Home & Body","US","Not Joined","Google","F1986","","English","Retail","2026-08-22 14:35:26","2026-08-22 14:35:26","9371","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1986.csv.gz"
"121896","Bella Maison USA Affiliate Program","US","Not Joined","Google","F1992","","English","Retail","2026-08-22 14:05:05","2026-08-22 14:05:05","759","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1992.csv.gz"
"121620","Pawp Culture","US","Not Joined","Google","F1993","","English","Retail","2026-08-22 13:47:41","2026-08-22 13:47:41","12","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F1993.csv.gz"
"114094","Mint Outdoor","GB","Not Joined","Google","F2016","","English","Retail","2026-08-22 13:58:28","2026-08-22 13:58:28","221","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F2016.csv.gz"
"121546","Furniture Store","GB","Not Joined","Google","F2028","","English","Retail","2026-08-22 15:32:13","2026-08-22 15:32:13","5532","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F2028.csv.gz"
"113182","Giftomory","US","Not Joined","Google","F2100","","English","Retail","2026-07-05 19:23:30","2026-07-05 19:23:30","109079","https://ui.awin.com/productdata-darwin-download/publisher/3045037/fe83c200b3de1c6c14a8a28f5f7162cd/1/feed/F2100.csv.gz"
